;str_name;STR_ESID;snb_erlaeuterung;STN_LABEL;instance
17489;Engweg;10117919;Engweg war eine Flurbezeichnung in der Gemeinde Unterstrass. Ursprünglich wurde die Strasse nach Wipkingen, die heutige Wasserwerkstrasse, Engweg genannt. Der heutige Engweg war eine Verbindung von der Wasserwerkstrasse durch die dortigen Weinberge an die Nordstrasse. Der untere Teil dieses Weges mit dem Landgut Engweg (vor 1812-1976), Wasserwerkstrasse 52, von Direktor Martin Escher-Hess (1788-1870), Seidenfabrikant und Direktor der Schweizerischen Nordbahngesellschaft (die spätere Nordostbahn), hat dem Bau des Milcbucktunnels weichen müssen.;Engweg;Andere
17491;Spielweg;10179730;Strasse nördlich des Pausenplatzes des von den Architekten Gebrüder Bräm zwischen 1913 und 1915 gebauten Schulhauses Letten.;Spielweg;Siedlung
17495;Rosengasse;10046629;Ab 1564 bezeugter Gassenname nach dem Wirtshaus zur Rose, Rosengasse 5, das um 1520 erwähnt wird und bis 1950 unter diesem Namen Gäste beherbergte und danach in Splendid umbenannt wurde.;Rosengasse;Lebewesen
17517;Hofackerstrasse;10086493;Strasse in der alten, 1420 erstmals erwähnten Ortsgegend und Häusergruppe Hofacker in Hirslanden. Der vielerorts vorkommende Flurname bezeichnete einen zu einem Bauern- oder Herrenhof gehörenden Acker.;Hofackerstrasse;Natur
17567;Lärchenweg;10153590;Baumname.;Lärchenweg;Lebewesen
17655;Nordstrasse;10019783;Ab etwa 1870 angelegte neue Erschliessungstrasse, die von Unterstrass her Richtung Wipkingen führt. Bis 1878 hiess sie Langgasse, seither Nordstrasse. Die Namensänderung erfolgte wohl, weil es auch andernorts, zum Beispiel in Aussersihl, lange Strassen gibt. Die Himmelsrichtung Norden im Namen bezieht sich vermutlich auf den Verlauf der neuen Strasse. Diese liegt nördlich der alten Verbindung von Unterstrass nach Wipkingen, die der Limmat entlang führt.;Nordstrasse;Andere
17713;Zollstrasse;10046612;Das Eidgenössische Zollamt befand sich in der 1865 errichteten Eilguthalle der Nordostbahn, später Eilgutspedition der SBB, das auf dem Bahnareal an der Zollstrasse 11 stand.;Zollstrasse;Siedlung
19943;Falkenweg;10154829;Fussweg mit Gleisüberführung beim Bahnhof Stadelhofen, benannt nach dem 1819 erbauten Wohnhaus mit Restaurant zum Falken, Kreuzbühlstrasse 1.;Falkenweg;Lebewesen
19981;Museumstrasse;10039482;Strasse beim damals im Bau befindlichen und 1898 von Stadtbaumeister Gustav Gull fertiggestellten Gebäude des Schweizerischen Landesmuseums sowie des Zürcherischen Kunstgewerbemuseums und der Kunstgewerbeschule.;Museumstrasse;Siedlung
19993;Badstrasse;10128757;Die Badstrasse führt zum Strandbad Tiefenbrunnen, welches in den 1950er Jahren anstelle des alten Kastenbades von 1886 angelegt wurde.;Badstrasse;Siedlung
20109;Tulpenstrasse;10073074;Blumenname.;Tulpenstrasse;Lebewesen
20208;Grütstrasse;10206082;Flurname «Grüt» (1368), d. h. gerodetes Waldstück.;Grütstrasse;Natur
20235;Pfarrweg;10085729;Weg zum Pfarrhaus Zürich-Affoltern am Pfarrweg 17.;Pfarrweg;Religion
20246;Klosterweg;10087213;Weg zum ehemaligen Kloster St. Martin auf dem Zürichberg in der Nähe des heutigen Zoos. Das 1127 gegründete Augustiner-Chorherrenstift wurde im Gefolge der Reformation 1525 aufgehoben. Die letzten Überreste des Klosters wurden erst 1847 abgetragen.;Klosterweg;Religion
20269;Wildenstrasse;10018165;Strasse zum Wildenweg, deren Name ein Hinweis auf eine Familie Wild sein könnte.;Wildenstrasse;Person
20271;Waldstrasse;10073077;Strasse bis zum Waldrand am Käferberg.;Waldstrasse;Natur
20331;Bahnweg;10131482;Weg entlang der Sihltal-Zürich-Uetliberg-Bahn SZU.;Bahnweg;Siedlung
20468;Dammstrasse;10111901;Beim Damm handelt es sich um den Bahndamm für die Strecke von Zürich über den Bahntunnel Wipkingen-Oerlikon nach Winterthur. Er wurde 1853-1856 im Industriequartier und in Wipkingen aufgeschüttet und mit der Eisenbahnbrücke über die Limmat verbunden. Das Teilstück zwischen der Langstrasse und der Limmmatstrasse ist in den 1890er Jahren durch den weiter ausholenden Wipkingerviadukt ersetzt worden. Die Dammstrasse verläuft entlang dem Eisenbahndamm in Wipkingen.;Dammstrasse;Siedlung
20544;Schlatterweg;10106942;Leonhard Schlatter: Erster namentlich bekannter Lehrer in Unterstrass. Er wurde 1734 als Geistlicher für die Pflegeanstalt der Spannweid gewählt und übte dort den Schuldienst aus.;Schlatterweg;Person
20548;Chriesiweg;10026340;Baum- und Fruchtname, Mundartform «Chriesi» für Kirsche.;Chriesiweg;Lebewesen
20577;Albisstrasse;10086467;Wollishofer Teilstück der in den 1830er und 1840er Jahren ausgebauten Strasse, die über Adliswil auf den Albis und ins Knonauer Amt führt. Der Name Albis bedeutet Berg und ist verwandt mit dem Wort Alpen.;Albisstrasse;Berg
20591;Dreispitz;10073030;Interne Verbindungsstrasse in der zwischen Saatlen-, Wallisellen- und Überlandstrasse gelegenen Siedlung Im Dreispitz der 1943 gegründeten Arbeiter-Siedlungs-Genossenschaft ASIG, heute ASIG Wohngenossenschaft.;Dreispitz;Andere
20594;Kiefernweg;10046622;Baumname, Nadelholzbaum.;Kiefernweg;Lebewesen
20646;Fichtenstrasse;10018346;"Strasse im Sonnenbergquartier in Hottingen. Sie hiess zunächst Myrthenstrasse, ab 1892 Fichtenstrasse, weil es in der Enge eine zweite Myrthenstrasse gab. Das Sonnenbergquartier wurde zwischen 1873 und 1889 von der Aktienbaugesellschaft als eine Mustersiedlung für Arbeiter erstellt; neben der Myrthenstrasse bzw. Fichtenstrasse gab es dort mit der Veilchenstrasse und der Lilienstrasse weitere Strassen mit botanischen Bezeichnungen. Zur Ausstattung der Arbeiterhäuser gehörten auch kleine Gärten.";Fichtenstrasse;Lebewesen
20668;Arvenweg;10086469;Baumart, hochalpin: Kiefer.;Arvenweg;Lebewesen
20693;Glärnischstrasse;10018641;Benannt nach dem Gebirgsmassiv im Glarnerland mit dem Vrenelisgärtli (2904 M. ü. M.) als seinem höchsten Gipfel. In der Enge wurden um 1880/90 mehrere neue Strassen um den damals angelegten Alpenquai am Zürichsee nach Schweizer Bergen benannt, die zum Teil vom Quai aus sichtbar waren.;Glärnischstrasse;Berg
20748;Hochstrasse;10018654;Alte horizontale Wegverbindung am Rand der Bergterrasse von Fluntern, die ihrer Lage wegen Hochstrasse genannt wurde und die ab 1880 die Fortsetzung der neuen Bergstrasse war, die dem Adlisberghang entlang nach Hottingen führte.;Hochstrasse;Andere
20908;Einfangstrasse;10019293;Flurname «Ifang» nach einem «eingefangenen», d. h. umzäunten Grundstück.;Einfangstrasse;Siedlung
20966;Tannenstrasse;10018162;Benannt nach dem hier gelegenen und einst ausgedehnten Landgut zur Tanne mit dem gleichnamigen Hauptgebäude an der Sonneggstrasse 3. Dieses wurde 1930 abgetragen. Um 1850 betrieb der Vater des Kunstmalers Rudolf Koller (1828-1905) in der Tanne eine Bierbrauerei mit einem Biergarten.;Tannenstrasse;Lebewesen
20994;Föhrenstrasse;10073036;Baumname, Nadelholzbaum (Kiefer).;Föhrenstrasse;Lebewesen
26069;Hohenklingenstrasse;10073091;Ein «Grien» oder eine «Klinge» ist eine Kies- und Sandablagerung in einem Fluss. Wahrscheinlich in Anlehnung daran wurde die Kiesablagerung in Höngg, die sich nicht an der Limmat unten, sondern oberhalb der Winzerstrasse befand, hohe Klinge genannt. Hier betrieb die Gemeinde Höngg seit dem 19. Jahrhundert und bis 1930 ihre Gemeindekiesgrube.;Hohenklingenstrasse;Natur
26071;Seeblickweg;10210461;Frei gewählter Name. Querstrasse zur Seeblickstrasse.;Seeblickweg;Gewässer
26089;Schönbühlstrasse;10073064;Strasse in Hottingen, 1863 angelegt als Privatstrasse beim 1865 erbauten Haus zum Schönbühl, Schönbühlstrasse 20. «Bühl» ist ein häufig vorkommender Flurname für einen Hügel oder Abhang, das Schönbühl bezeichnet somit den schönen, bevorzugten Ort mit Aussicht, an dem das Haus gebaut wurde.;Schönbühlstrasse;Natur
26097;Mühlehalde;10073016;Flurname: Halde oberhalb der an der Forchstrasse 244-248 gelegenen Mühle Hirslanden. Seit 1393 als Lehen der Fraumünsterabei belegt, gelangte diese 1971 an die Stadt Zürich und ist heute Quartiertreffpunkt.;Mühlehalde;Natur
26104;Lägernstrasse;10110815;Die Lägern ist ein Höhenzug in den Kantonen Zürich und Aargau zwischen Dielsdorf und Baden. Der höchstgelegene Punkt befindet sich bei der Ruine Alt-Lägern (866 m ü. M.).;Lägernstrasse;Berg
26122;Schmidgasse;10216350;"Gasse im Niederdorf, an der und um die herum es mehrere Werkstätten von Schmieden gab; das heutige Haus Schmidgasse 6 hiess 1687 hintere Schmitte. Der Name ist seit dem 17. Jahrhundert gebräuchlich, im 15. Jahrhundert soll die Gasse noch Goldschmiedgasse geheissen haben.";Schmidgasse;Beruf
26130;Waffenplatzstrasse;10039127;Strasse, die zum Waffenplatz auf der Brunauer Allmend in Wollishofen führte. Die Allmend wurde von 1877 bis 1986/87 durch die Eidgenossenschaft als Waffenplatz genutzt.;Waffenplatzstrasse;Siedlung
26138;Brandweg;10175107;Flurname «Brand», ein durch Niederbrennen von Wald oder Gebüschen gerodetes Grundstück.;Brandweg;Andere
26241;Dammweg;10037999;Beim Damm handelt es sich um den Bahndamm für die Strecke von Zürich über den Bahntunnel Wipkingen-Oerlikon nach Winterthur. Er wurde 1853-1856 im Industriequartier und in Wipkingen aufgeschüttet und mit der Eisenbahnbrücke über die Limmat verbunden. Das Teilstück zwischen der Langstrasse und der Limmmatstrasse ist in den 1890er Jahren durch den weiter ausholenden Wipkingerviadukt ersetzt worden. Der Dammweg verläuft entlang dem Eisenbahndamm im Industriequartier.;Dammweg;Siedlung
26334;Ackerstrasse;10052307;Erinnerung an das vor der Überbauung fruchtbare Ackerland von Aussersihl im sogenannten oberen Sihlfeld zwischen der Limmat und der Sihl.;Ackerstrasse;Natur
26375;Am Wasser;10151538;1852 errichtete Strasse entlang der Limmat von Wipkingen bis zur Mühlehalde.;Am Wasser;Gewässer
26380;Kurfirstenstrasse;10039474;Bergkette der Appenzeller Alpen zwischen dem oberen Toggenburg und dem Walensee.;Kurfirstenstrasse;Berg
26382;Eichhörnliweg;10111888;Tiername: ein Nagetier aus der Familie der Hörnchen.;Eichhörnliweg;Lebewesen
26386;Riedweg;10207871;Weg durch das Ried, dürfte hier für gerodetes Waldstück stehen, kann aber auch feuchter Boden oder Weideland bedeuten, das bepflanzt worden ist.;Riedweg;Natur
26461;Kalchbühlstrasse;10039470;Strasse auf eine Anhöhe, wo Kalkstein gewonnen und gebrannt wurde.;Kalchbühlstrasse;Andere
26465;Glockengasse;10154836;Namengebend war das Haus zur Glocke, Glockengasse 9. Das Haus gehörte 1357 dem Glockengiesser Konrad Gloggner, dessen Beruf und Familienname auch zum Namen der Gasse wurde. Im 18. und noch in der ersten Hälfte des 19. Jahrhunderts hiess nur der Platz auf dem Scheitel der Gasse vor dem Haus zur Glocke Glockengasse, während die schmale Verbindung hinab zur Strehlgasse Knopfgasse genannt wurde.;Glockengasse;Beruf
26469;Splügenstrasse;10038825;Gemeinde im Hinterrheintal (Graubünden) und Ausgangspunkt für die Strasse nach Chiavenna über den 2117 Meter hohen Splügenpass.;Splügenstrasse;Berg
26475;Calandastrasse;10026963;Bergkette in den Kantonen Graubünden und St. Gallen, nordwestlich von Chur (2806 m. ü. M.).;Calandastrasse;Berg
26484;Schöneggstrasse;10096423;Benannt nach dem 1877/78 erbauten und 1941 abgetragenen Wohnhaus zur Schönegg, Schöneggstrasse 2, bei dem die Strasse an die Langstrasse in Aussersihl anknüpft. Im Jahr 1882 gab es an der Schöneggstrasse ferner neue Häuser mit den Namen Schönau, Schönfels und Schönburg.;Schöneggstrasse;Andere
26506;Kirchbühlweg;10039606;Weg in der Nähe der auf einer Anhöhe («Bühl») gelegenen, 1894-1896 erbauten reformierten Kirche Bühl, Goldbrunnenstrasse 54, in Zürich-Wiedikon.;Kirchbühlweg;Religion
26510;Arnikaweg;10077881;Blumenname, Arzneipflanze.;Arnikaweg;Lebewesen
26516;Nussbaumstrasse;10094074;Baumname.;Nussbaumstrasse;Lebewesen
38849;Albulastrasse;10206715;Zufluss des Hinterrheins und Pass (Passhöhe 2315 m), der das Albulatal mit dem Engadin verbindet. Das Elektrizitätswerk der Stadt Zürich EWZ nutzt die Wasserkraft des Albulaflusses mit diversen Kraftwerken bereits seit 1902 zur Stromerzeugung für die Stadt Zürich.;Albulastrasse;Berg
38855;Hohe Promenade;10038224;Der Bau der Hohen Promenade erfolgte von 1784 bis 1789. Die Lage dieses Spazierweges geht auf die Stadtbefestigung des 17. Jahrhunderts zurück. Durch spätere Schulhausbauten zwischen der Schanzengasse und dem Privatfriedhof wurde der südliche Teil der Hohen Promenade stark verändert. Sie beginnt bei einer Art Aussichtskanzel mit Blick vor allem in Richtung Rämistrasse, Winkelwiese und Kunsthaus und endet in einer gut 20 Meter langen Sackgasse neben dem Privatfriedhof über den Schulbauten.;Hohe Promenade;Andere
38859;Hirschengasse;10095415;Im 18. Jahrhundert nach dem dortigen Gasthaus zum Hirschen, Niederdorfstrasse 13, benannte Gasse im Niederdorf. Vom 15. bis 17. Jahrhundert hiess sie die kleine Spitalergasse, weil hier (wie auch an der weiten Spitalergasse) das nahe gelegene Spital über Besitz verfügte.;Hirschengasse;Lebewesen
38867;Distelweg;10039448;Blumenname, Gattungen von Korbblüten-Gewächsen.;Distelweg;Lebewesen
38894;Freihofstrasse;10190168;Im Haus zum Freihof (1833-1958), Badenerstrasse 544, wurde die Gaststätte Freihof betrieben. Im Neubau von 1959 ist sie wieder eröffnet worden.;Freihofstrasse;Andere
38913;Wuhrstrasse;10039634;Strasse, die ursprünglich ans Sihlhölzli hinführte, wo sich die Sihl in die zwei Arme der wilden und der zahmen Sihl teilte und wo es eine Verbauung, ein Wuhr, hatte. Bei dieser Verbauung wurde das aus dem Sihlwald heruntergeflösste Holz von der wilden Sihl in die zahme Sihl abgeleitet. Aus der zahmen Sihl ist ab 1651 der Sihlkanal entstanden, der zuerst in den Schanzengraben abgeleitet und 1901/02 endgültig zugeschüttet wurde. Mit der Tieferlegung der Eisenbahnlinie vom Hauptbahnhof in die Enge, der linksufrigen Seebahnlinie, wurde der Arm der wilden Sihl beim Sihlhölzli aufgehoben, so dass auch die Strasse nicht mehr bis an die Sihl führt.;Wuhrstrasse;Siedlung
38924;Winkelstrasse;10025215;Winkelförmige Strassenführung.;Winkelstrasse;Andere
38995;Höfliweg;10152245;Nach einem «Höfli» genannten Landgut, das Erblehen der Abtei Fraumünster war.;Höfliweg;Siedlung
39023;Kirchenweg;10030447;Der Kirchenweg befindet sich in unmittelbarer Nähe zur 1836-1839 von Architekt Leonhard Zeugheer erbauten Neumünsterkirche in Zürich-Riesbach.;Kirchenweg;Religion
39037;Flurstrasse;10109544;Eine über die freie Wiesenflur führende Strasse.;Flurstrasse;Natur
39088;Stationsstrasse;10077005;Strasse zum ehemaligen, 1891 eröffneten Bahnhof Wiedikon an der Seebahnstrasse 118. Mit der Tieferlegung der zwischen 1875 und 1927 oberirdisch geführten Eisenbahn vom Hauptbahnhof in die Enge, der linksufrigen Seebahnlinie, wurden der Bahnhof Wiedikon an die Birmensdorferstrasse 80 verlegt und das Nordostbahn-Stationsgebäude abgebrochen.;Stationsstrasse;Siedlung
39164;Hörnlistrasse;10038226;Hörnli, Aussichtsberg in der Gemeinde Fischenthal im Zürcher Oberland (1136 m).;Hörnlistrasse;Berg
39208;Neudorfstrasse;10022315;Strasse durch die 1928 errichtete Überbauung bei der Dörflistrasse.;Neudorfstrasse;Siedlung
39237;Forellenweg;10025208;Weg zur Badeanstalt Wollishofen, einer Kastenbadeanstalt im See (1886-1939). Der Weg wurde wohl im Sinne der Redewendung benannt, dass eine Person wie ein Fisch schwimme.;Forellenweg;Lebewesen
39258;Eulenweg;10111876;"Tiername, Vogelart. Im selben Gemeinderatsbeschluss von 1933 wurden weitere Strassen nach Vogelarten benannt (Kolibriweg; Fasanenweg, 1950 in die Rautistrasse einbezogen).";Eulenweg;Lebewesen
39272;Dahliastrasse;10175209;Im Jahr 1876 angelegte Verbindungsstrasse in Riesbach, benannt nach dem Namen des 1853 erstellten und 1945 abgetragenen Eckhauses an der Seefeldstrasse. Dahlien waren bereits im 19. Jahrhundert auch in unserer Gegend beliebte Zierpflanzen.;Dahliastrasse;Lebewesen
39274;Bienenstrasse;10136719;Tiername: Hinweis auf Bienenstände, die sich früher dort befanden.;Bienenstrasse;Lebewesen
39285;Am Bach;10068093;Weg entlang des Holderbaches, des Dorf- und Mühlebachs in Affoltern.;Am Bach;Gewässer
39361;Spitalgasse;10039195;Gasse, die im Jahr ihrer Benennung 1865 durch den alten Spital hindurchführte. Das Spital von Zürich wurde im 12. Jahrhundert durch die Herzöge von Zähringen gegründet. Es bestand vom 16. bis ins beginnende 19. Jahrhundert aus verschiedenen Gebäuden im Bereich der heutigen Spitalgasse und bei der Predigerkirche. Nach dem Neubau des Kantonsspitals in Fluntern diente das alte Spital von 1839 bis 1867 als Versorgungsanstalt für alte und gebrechliche Personen. 1875/78 wurden die alten Spitalgebäude zugunsten eines neuen Häuserquartiers mit breiten Strassen beseitigt.;Spitalgasse;Siedlung
39370;Holunderweg;10094936;Strauchname.;Holunderweg;Lebewesen
39394;Südstrasse;10157753;"Strasse in Riesbach, die bis 1892 Rankstrasse hiess; die Umbenennung erfolgte, weil es auch in Hirslanden eine Rankstrasse gab. Der neue Name rührte wohl von der Lage und der Richtung der Strasse im Süden der Stadt her, die 1893 durch die erste Eingemeindung zur Grossstadt wurde; im westlichen Wiedikon gab es seit 1892/93 entsprechend eine Weststrasse.";Südstrasse;Andere
39427;Steinstrasse;10210475;Erinnerung an die seit dem 16. Jahrhundert hier bezeugten Flurnamen «Steinacker» oder «Steinzelg», die auf den mit Geröll der Sihl durchsetzten Ackerboden hinweisen.;Steinstrasse;Natur
39443;Eggweg;10250374;Flurname «auf der Egg», d. h die Flur auf der Ecke (Hügelvorsprung).;Eggweg;Natur
39489;Panoramaweg;10256945;Weg an aussichtsreicher Lage am Hang des Uetlibergs.;Panoramaweg;Andere
39587;Lagerstrasse;10077196;Strasse in Aussersihl, bei der nach 1860 Eisenbahnwerkstätten und der sogenannte Rohmaterialienbahnhof mit zahlreichen Lagerhäusern entstand.;Lagerstrasse;Siedlung
39606;Schwanengasse;10146586;Quergasse zur Schipfe hin, die im 18. Jahrhundert nach dem dort gelegenen Wirtshaus zum Schwanen, Schwanengasse 2, abgetragen 1969, benannt wurde. Die Gasse hiess seit dem 15. Jahrhundert Blüemlisgasse, Blumengasse und später auch Rindsfussgasse, letzteres, weil sich das Wirts- und Gasthaus zum Schwanen bis um 1727 zum Rindsfuss nannte und erst danach den eleganteren Namen annahm.;Schwanengasse;Lebewesen
39613;Ottostrasse;10037657;Männlicher Vorname.;Ottostrasse;Person
