id;str_nr;str_name;str_st_bezeichnung;str_von;str_bis;str_kreis;str_planquadrat;str_vb;str_up_kanton;snb_str_nr_ref;snb_erlaeuterung;snb_tafeltext_1;snb_tafeltext_2;objectid
2425;2545;Am Kohlendreieck;gültig;Remisenstrasse;Güterstrasse;4;L 12;AU;2307;2545;Auf dem ehemaligen Güterbahnhof-Areal gelegene Verbindungsstrasse im neuen Polizei- und Justizzentrum Zürich PJZ. Das Grundstück zwischen linksufriger Seebahnlinie, der Hauptlinie der Eisenbahn von Zürich nach Baden und der Abzweigung der linksufrigen Seebahnlinie in Richtung Baden bildet ein Dreieck, das für Materialablagerungen der Schweizerischen Bundesbahnen SBB, darunter offensichtlich auch Kohle, benutzt wurde.;;;8385
1329;63;Am Luchsgraben;gültig;Luchswiesenstrasse 197;Luchsweg;12;R 9;SW;2109;63;Frei gewählter Name, nach den Flurnamen «Luchswiese» oder «Luchswiesenweg» gebildet.;;;7286
129;64;Am Oeschbrig;gültig;Zweiackerstrasse 36;Oetlisbergstrasse 40;7;T 15;WI;2509;64;Mundartliche Bezeichnung für den Oetlisberg. Oetlisberg ist ein Waldname (1492), der sich von einem Eigentümer «Oetli» ableiten dürfte. Bei «Oetli» muss es sich nicht zwingend um einen Familiennamen handeln, es könnte auch eine Kurzform eines alemannischen Männernamnes Otmar oder Otfried sein.;;;6090
2450;65;Am Rank;gültig;Limmatquai 118;Niederdorfstrasse 51;1;O 13;AA;2407+2408;65;"Am Rank endete, bevor der Limmatquai um 1860 vom «Rank» bis zum Central verlängert wurde, die Strasse im Niederdorf der Limmat entlang; es musste «ein Rank», eine Kurve, in die Niederdorfstrasse gemacht werden . Die Bezeichnung «Am Rank» findet sich bereits auf dem Stadtplan von 1793.";;;8412
2221;66;Am Sägertenbach;gültig;Wehntalerstrasse 402;Riedenhaldenstrasse 29;11;L 7/8;AF;2107;66;Weg entlang dem Sägertenbach, dessen Name sich von «Sägerten» oder «Sägeten» aus dem mittellateinischen «saigata» herleiten und ein Ackermass bezeichnen könnte, oder von einer «Ägerten», einem Grundstück, das ausserhalb der Zehntenordnung stehend teils als Acker und teils als Weide genutzt wurde.;;;8178
648;67;Am Schanzengraben;gültig;Bleicherweg 10;Brandschenkestrasse /Selnaubrücke;1+2;N 14;AA/EN;2407;67;Strassen entlang des künstlichen Wasserlaufs längs der im 17. Jahrhundert angelegten Schanzen der Stadtbefestigung.;;;6605
1716;68;Am Suteracher;gültig;Loogartenstrasse 31;Dachslernstrasse 191;9;G 11;AL;2205+2305;68;Flurname: Acker eines ehemaligen Bauern namens Suter.;;;7674
1678;69;Am Wasser;gültig;Hardturmsteg;Winzerstrasse /Europabrücke;10;J-L 10;HG;2206;69;1852 errichtete Strasse entlang der Limmat von Wipkingen bis zur Mühlehalde.;;;7639
313;70;Am Wettingertobel;gültig;Winzerstrasse /Winzerhalde;Limmattalstrasse 209;10;J 9/10;HG;2206;70;Benannt nach dem dortigen Grundeigentümer im 17. und 18. Jahrhundert, dem Kloster Wettingen.;;;6263
73;71;Amazonenstrasse;gültig;Roswiesenstrasse 114;Schürgistrasse 28;12;R 9;SW;2109;71;Volk von weiblichen Kriegerinnen in Kleinasien aus der griechischen Mythologie.;;;6034
894;72;Amazonenweg;gültig;Amazonenstrasse 12;Amazonenstrasse 28;12;R 9;SW;2109;72;Volk von weiblichen Kriegerinnen in Kleinasien aus der griechischen Mythologie.;;;6850
1094;73;Ameisenweg;gültig;Dachsschleife;Horgenweg;10;L/M 9;HG/WP;2107;73;Tiername, Insektenart.;;;7053
2333;2379;Ampèresteg;gültig;Fischerweg;Ampèrestrasse;5+10;L 11;IQ/WP;2207;2379;Fuss- und Radwegbrücke über die Limmat, westlich des Tramdepots, die als Verlängerung der Ampèrestrasse dient. Der Name geht zurück auf den französischen Physiker André-Marie Ampère (1775-1836), nach dem die Einheit der elektrischen Stromstärke benannt wurde.;;;8293
1660;74;Ampèrestrasse;gültig;Kloster-Fahr-Weg;Breitensteinstrasse 35;10;L 10/11;WP;2207;74;"André-Marie Ampère (1775-1836): Französischer Physiker, nach dem die Einheit der elektrischen Stromstärke benannt wurde.
Die Benennung erfolgte auf Vorschlag der bis 1975 existierenden Trüb, Täuber & Co., Fabrik elektrischer Messinstrumente und wissenschaftlicher Apparate, die 1919 ihren Haupsitz an den Wipkinger Brückenkopf des heutigen Ampèrestegs verlegte.";"André-Marie Ampère (1775-1836)
Französischer Physiker";;7797
506;75;Amselsteig;gültig;Speerstrasse 18;Drosselstrasse 18;2;M 17;WO;2607;75;Tiername, Vogelart.;;;6461
1050;76;An der Specki;gültig;Loorenstrasse;östl. Sackgasse;7;S/T 14;WI;2409+2509;76;Der Flurname leitet sich her von der Bezeichnung «Speche» für ein Holzscheit. Wenn ein Weg über ein sumpfiges Gelände mit Holzbündeln, so genannten Faschinen, und Reisig angelegt wurde, wurde dieser «Specki» genannt.;;;7009
1323;2322;Andreaspark;gültig;Hagenholz- /Andreasstrasse;Messeparkhaus /Kehrichtverbrennung Hagenholz;11+12;P 8;OE/SE/SW;2108;2322;Männlicher Vorname.;;;7316
913;77;Andreasstrasse;gültig;Schaffhauserstrasse;Aubruggstrasse;11+12;O-Q 8;SE/OE;2108;77;Männlicher Vorname.;;;6865
2362;78;Anemonenstrasse;gültig;Dennlerstrasse 38;Flüelastrasse 47;9;J 12;AR;2306;78;Blumenname, auch Windröschen genannt, Hahnenfussgewächs.;;;8321
469;79;Angelikaweg;gültig;Affolternstrasse 117;Langwiesstrasse 33;11;N 8;OE;2107;79;Weiblicher Vorname.;;;6426
76;80;Angererstrasse;gültig;Bleicherweg 74;Parkring 7;2;M/N 14;EN;2407;80;Gottfried Angerer (1851-1909): Deutscher Komponist von Bad Waldsee, von 1887 bis zu seinem Tod Musiklehrer, Musikdirektor und Dirigent in Zürich.;;;6037
556;81;Ankengasse;gültig;Limmatquai 48;Münstergasse 19;1;O 13;AA;2407+2408;81;"Namengebend war der am Fuss der Gasse abgehaltene Ankenmarkt und die dort bis 1837 bestehende Ankenwaage; «Anken» ist in alemannischen Dialekten die Bezeichnung für Butter. Der Gassenname ist seit 1637 bezeugt. Zuvor und zwar seit dem 14. Jahrhundert hiess die Gasse Goldsteingasse nach einer um 1300 ausgestorbenen Familie wie auch Schlegelgasse nach dem dortigen Haus zum Schlegel.";;;6507
1959;82;Ankenweid;gültig;Leimbachstrasse 114;Hüslibachstrasse 70;2;L 19;LE;2707;82;Flurname: Weide mit gutem, milchförderndem Gras. «Anken» ist in alemannischen Dialekten die Bezeichnung für Butter.;;;7915
2118;83;Ankerstrasse;gültig;Zweierstrasse 56;Zeughaus- /Hohlstrasse;4;M 13;AU;2407;83;Vermutlich Hinweis auf das Wappen von Aussersihl, das in Silber einen schwarzen Anker zeigt.;;;8090
1338;2495;Anna-Häuptli-Weg;projektiert;Ueberlandstrasse 64;Herzogenmühlestrasse;12;P/Q 9;SW;2108;2495;Anna (Maria) Häuptli (1895-1977), Posthalterin in Schwamendingen. Sie überliess der Gemeinnützigen Gesellschaft des Kantons Zürich ein substantielles Legat, um ein Pflegeheim für alte Leute im Quartier zu errichten, so dass 1989 das neue Wohnpflegeheim Häuptli an der Dübendorfstrasse 9 eröffnet werden konnte.;;;7295
415;84;Anna-Heer-Strasse;gültig;Brüderhofweg 10;Langfurren 7;6;N 9/10;UN;2207;84;Anna Heer (1863-1918): Chefärztin des Frauenspitals 1901-1918. Sie eröffnete 1901 die Schweizerische Pflegerinnenschule und leitete das diesem angeschlossene Frauenspital. Anna Heer gründete 1909 zusammen mit dem Roten Kreuz den Krankenpflegeverband Zürich und 1910 den Schweizerischen Krankenpflegebund, den sie bis 1916 präsidierte.;"Anna Heer (1863-1918)
Ärztin, Mitbegründerin der Schweizerischen Pflegerinnenschule";;6374
5;85;Annemarie-Schwarzenbach-Weg;projektiert;Binzmühlestrasse;Therese-Giehse-Strasse;11;N 8;OE;2107;85;"Annemarie Schwarzenbach (1908-1942): Zürcher Schriftstellerin und Journalistin, Fotoreporterin und Verfasserin von Reiseberichten. Tochter des Seidenfabrikanten Alfred Emil Schwarzenbach und der Renée Schwarzenbach-Wille, Enkelin des Generals Ulrich Wille, eng befreundet mit Erika und Klaus Mann; sie lebte in gespanntem Verhältnis zu ihrer Familie u. a. wegen ihres Engagements gegen den Nationalsozialismus. Sie studierte Geschichte in Paris und Zürich, promovierte mit einer Arbeit zur «Geschichte des Oberengadins im Mittelalter und zu Beginn der Neuzeit»; längere Reisen nach Asien (u. a. nach Afghanistan), in die Sowjetunion 1936-1938, in die USA und den Kongo 1941-1942; Neben Reiseberichten und Fotoreportagen lyrische und autobiografisch gefärbte Prosa, u. a. «Freunde um Bernhard» (1931), «Lyrische Novelle» (1933), «Das glückliche Tal» (1940), «Bei diesem Regen» (1989), «Tod in Persien» (1995), «Flucht nach oben» (1999).";;;5972
1610;2431;Anny-Klawa-Platz;gültig;Karl-Bürkli- /Agnesstrasse;Sihlfeld- /Erismannstrasse;4;L 13;AU;2407;2431;Anny Klawa-Morf (1894-1993): Fabrikarbeiterin und Aktivistin der Zürcher Arbeiterbewegung. Sie engagierte sich für bessere Lebensbedingungen der Arbeiterschaft und für die Gleichberechtigung der Frauen.;"Anny Klawa-Morf (1894-1993)
Arbeiterin und Aktivistin der Zürcher Arbeiterbewegung.
Engagierte sich für bessere Lebensbedingungen der
Arbeiterschaft und die Gleichberechtigung der Frauen";;7569
859;86;Anton-Higi-Strasse;gültig;Käferholzstrasse 230;Hofhölzliweg (nordöstl. Sackgasse);11;M 8;AF;2107;86;Anton Higi (1885-1951): Architekt und Politiker. Higi war christlich-sozialer Stadtrat von Zürich 1938-1946, Polizeivorstand. Er war der Erbauer von Häusern an dieser Strasse.;"Anton Higi (1885-1951)
Stadtrat 1938 bis 1946";;6835
1125;87;Anwandstrasse;gültig;Langstrasse 35;Herman-Greulich-Strasse;4;L/M 13;AU;2307+2407;87;Erinnerung an die alte Einteilung der Feldflur in Gewanne, die im Sihlfeld «Anwände» genannt wurden: Mehrere lange und schmale Feldparzellen bildeten eine Anwand, um die herum Wege führten, von denen her der Zugang zu den einzelnen Parzellen möglich war.;;;7082
1263;88;Apfelbaumstrasse;gültig;Regensbergstrasse 24;Tramstrasse 91;11;P 8/9;OE;2108;88;Baumname.;;;7249
897;89;Apollostrasse;gültig;Forchstrasse 5;Minervastrasse;7;P 14;HO;2408;89;Apollo (Apollon): In der griechischen und römischen Mythologie der Gott des Lichts und der Künste, insbesondere der Musik, der Dichtkunst und des Gesangs.;;;6853
1393;90;Appenzellerstrasse;gültig;Kürbergstrasse 50;Müseliweg;10;K 9/10;HG;2206;90;Seit dem 15. Jahrhundert in Höngg ansässige Familie.;;;7354
1859;2326;Appenzellerweg;gültig;Appenzellerstrasse;Obere Bläsistrasse;10;K 9;HG;2206;2326;Seit dem 15. Jahrhundert in Höngg ansässige Familie.;;;7813
161;91;Aprikosenstrasse;gültig;Saatlenstrasse 18;Auhofstrasse 20;12;Q 9;SW;2108;91;Baum- oder Strauchname, Name einer Frucht.;;;6123
326;92;Arbentalstrasse;gültig;Frauentalweg 20;Borrweg 65;3;K 15-L 16;WD;2506;92;Flurname: Tal, wo «Arben», d. h. Kiefern und Föhren wachsen.;;;6278
2111;93;Arbenzstrasse;gültig;Höschgasse 81;Mühlebachstrasse 126;8;P 15;RI;2508;93;Benannt nach dem Anwohner Johann Jakob Arbenz-Näf (1816-1894), Höschgasse 89, Seidenfabrikant und Bürger von Riesbach.;;;8075
149;2482;Arianestrasse;gültig;Schaffhauserstrasse 550;Stelzenstrasse;11;O/P 6;SE;2008;2482;Am Standort bei der Arianestrasse hat die Oerlikon Contraves ab 1970 die Nutzlastverkleidung der europäischen Trägerrakete Ariane entwickelt. Der Raumfahrtbereich der Oerlikon Contraves wurde 1999 als Contraves Space verselbständigt, 2009 von der Ruag übernommen und in Ruag Space umbenannt. Deren Hauptsitz befindet sich bei der Arianestrasse an der Schaffhauserstrasse 580.;;;6111
1648;94;Armin-Bollinger-Weg;gültig;Max-Bill-Platz;Brown-Boveri-Strasse;11;N 8;OE;2107;94;Armin Bollinger (1913-1995): Lateinamerika-Experte, Professor an der Handelshochschule St. Gallen und Verfasser einer Oerliker Dorfchronik.;"Armin Bollinger (1913-1995)
Professor an der Handelshochschule St. Gallen
Verfasser der Ortsgeschichte Oerlikon";;7611
2194;95;Arminstrasse;gültig;Funkwiesenstrasse 38;Tramstrasse 99;11;P 8/9;OE;2108;95;Männlicher Vorname.;;;8153
861;96;Arnikaweg;gültig;Kügeliloostrasse 93;östl. Sackgasse;11;M 8;AF;2107;96;Blumenname, Arzneipflanze.;;;6815
761;97;Arnold-Kübler-Strasse;projektiert;Jungholzstrasse;Therese-Giehse-Strasse;11;N/O 8;OE;2107;97;Arnold Kübler (1890-1983): Schriftsteller, Dramatiker, Journalist und Zeichner, seine eigentliche Lebensleistung bleibt jedoch die Prägung und Entwicklung des Magagzins «Du». Kübler begann als Schauspieler u. a. am Stadttheater Zürich (1918) und in Theatern in Deutschland 1919-1923 und trat ab 1951 in mehreren kabarettistischen Soloprogrammen auf, teilweise unter dem Namen Cabaret Grümpelchammer. Dann wurde er Chefredaktor der «Zürcher Illustrierten» 1929-1941 und des «Du» 1941-1957. Er war Autor mehrerer autobiografischen Romane u. a. «Der verhinderte Schauspieler» (1934) und die «Öppi»-Romane (ab 1943 erschienen), Komödien wie «Schuster Aiolos» (1922), «Schauenberg und Rackertal oder Die heilige Vinzenzia» (1939) und «De schwarz Panther» (1967), Kabaretttexte («De Räbehächler», «Sage und schreibe»), u. a. für das Cabaret Cornichon. Kübler wurde mit dem Literaturpreis der Carl Heinrich Ernst-Stiftung Winterthur 1955 und mit dem Literaturpreis der Stadt Zürich 1963 ausgezeichnet.;;;6729
1581;98;Arosasteig;gültig;Altenhofstrasse;Zollikerstrasse 168;8;P 16;RI;2508;98;Gemeinde und Kurort in Graubünden, beliebter Wintersportort der Zürcher.;;;7543
32;99;Arosastrasse;gültig;Mühlebachstrasse 204;Seefeldstrasse 219;8;P 16;RI;2508;99;Gemeinde und Kurort in Graubünden, beliebter Wintersportort der Zürcher.;;;5999
625;100;Arterstrasse;gültig;Minervastrasse 46;Neptunstrasse 34;7;P 14;HO;2408;100;Führt zum Artergut, Klosbachstr. 25, das um 1790 von Salomon Arter erbaut und von Adolf Arter-Koch (1843-1923) der Stadt vermacht wurde.;;;6577
115;101;Arthur-Rohn-Strasse;gültig;SZU Station Uitikon-Waldegg;Polenweg;9;F 14-H 15;AR/WD;2405+2505+2506;101;Arthur Rohn (1878-1956): Professor für Baustatik, Brückenbau und Hochbau in Eisen an der Eidgenössischen Technischen Hochschule ETH 1908-1923, 1923-1926 Rektor der ETH und 1926-1948 ihr Schulratspräsident.;;;6075
1809;102;Arvenweg;gültig;Algierstrasse 4;Vetterliweg;9;H 12;AL;2305;102;Baumart, hochalpin: Kiefer.;;;7762
1835;103;Aspholzstrasse;gültig;Katzenseestrasse;Mühlackerstrasse;11;K 6;AF;2006;103;Strasse zum Aspholz, das nach einem Espenwäldchen heisst.;;;7789
78;104;Aspweg;gültig;Bellariastrasse 38;Mutschellenstrasse 43;2;M 16;WO;2507;104;Flurname «uff Aspen» (1424), Hinweis auf Espenbäume, die dort wuchsen. Der Hof «uff Aspen» an der Scheideggstrasse 86 war Stammhaus der Familie Asper von Wollishofen.;;;6039
2390;105;Asternweg;gültig;Berninastrasse 60;Malvenstrasse 24;11;O 9;OE;2108+2208;105;Blumenname, Zierpflanze aus der Familie der Korbblütler.;;;8373
1210;106;Asylstrasse;gültig;Baschligplatz;Klusplatz;7;P/Q 14;HO/HI;2408;106;Ursprünglich die Ortsgegend Römergasse im alten Hottingen. Nach der 1868 erfolgten Stiftung seines Landgutes an der heutigen Asylstrasse 24 durch Heinrich Schulthess-von Meiss (1813-1898) zu einem Altersasyl bzw. Altersheim wurde die Strasse 1880 in Asylstrasse umbenannt.;;;7173
1961;107;Attenhoferstrasse;gültig;Zürichbergstrasse 42;Hofstrasse;7;P 13;HO/FL;2408;107;Karl Attenhofer (1837-1914): Komponist, Sänger, Cembalist, Musikpädagoge. Attenhofer war ab 1859 Gesangs- und Musiklehrer in Muri AG und ab 1863 Musikdirektor in Rapperswil SG. Nach seinem Erfolg am Eidgenössischen Sängerfest 1866 wurde er an den Männerchor Zürich berufen, zuerst als Stellvertreter Wilhelm Baumgartners, dann als Hauptdirigent. Er war Leiter diverser Chöre (u. a. Männerchor Aussersihl, Studentengesangverein, Kirchenchor Melodia). Nach dem Eidgenössischen Sängerfest 1870 wurde er auch Musikdirektor der Universität Zürich und 1879-1885 Organist an der christkatholischen Augustinerkirche. Er war eng befreundet mit Friedrich Hegar.;"Karl Attenhofer (1837-1914)
Komponist
Musikdirektor in Zürich von 1866 bis 1914";;7916
43;108;Aubrigstrasse;gültig;Parkring 8;Brandschenkestrasse /Parkring;2;M 14;EN;2407;108;"Erschliessungsstrasse im Villenquartier der Gemeinde Enge, die um 1880 angelegt wurde und die zunächst Bühlstrasse hiess. Weil es auch in Wiedikon eine Strasse gab, die nach dem häufig vorkommenden Flurnamen «Bühl» für eine Erhebung bzw. einen Abhang benannt war, wurde die Strasse 1892 in Aubrigstrasse umbenannt. Der Aubrig ist ein Gipfel im schwyzerischen Wägital; in der Enge wurden mehrere Strassen nach Bergen benannt, die zum Teil auch von Zürich aus sichtbar sind.";;;6006
215;109;Aubruggstrasse;gültig;Ueberlandstrasse 215;Hagenholzstrasse;12;Q 7/8;SW;2108;109;Strasse zur ehemaligen Holzbrücke über die Glatt. Diese wurde 1809-1810 erbaut als Ersatz für die bei Kämpfen zwischen französischen und kaiserlichen Truppen 1799 zerstörte Brücke. «Au» ist die Bezeichnung für Wiesland an einem Gewässer.;;;6172
502;110;Aubruggweg;gültig;Am Glattbogen 156;südöstl. Sackgasse;12;Q 8;SW;2108;110;Weg bei der Aubruggstrasse. Die Aubrugg war ehemals eine Holzbrücke über die Glatt. Diese wurde 1809/10 erbaut als Ersatz für die bei Kämpfen zwischen französischen und kaiserlichen Truppen 1799 zerstörte Brücke. «Au» ist die Bezeichnung für Wiesland an einem Gewässer.;;;6457
2067;111;Auf der Egg;gültig;Eggweg 4;nördl. Sackgasse;2;N 17/18;WO;2607;111;Flurname «Egg», Hügelvorsprung.;;;8031
1105;112;Auf der Mauer;gültig;Hirschengraben 86;Leonhardstrasse 12;1;O 12/13;AA;2308+2408;112;Name zweier Gebäude oberhalb der Mauer am untern Hirschengraben, die 1867 und 1896 bei Strassenbauten abgetragen wurden.;;;7064
1965;113;August-Forel-Strasse;gültig;Buchenweg;Lenggstrasse;8;Q 15/16;RI;2508+2509;113;August Forel (1848-1931): Professor für Psychiatrie an der Universität Zürich und Direktor der Heilanstalt Burghölzli 1879-1897. Vorkämpfer der Abstinenzbewegung, bedeutender Ameisenforscher.;"August Forel (1848-1931)
Leiter der Heilanstalt Burghölzli
Professor an der Universität
Vorkämpfer der Abstinenzbewegung";;7920
2018;2458;Auguste-Piccard-Hof;gültig;Wolfgang-Pauli-Strasse 14;Auguste-Piccard-Hof 5 /östl. Sackgasse;10;K 8;HG;2106;2458;Auguste Piccard (1884-1962): Schweizer Wissenschaftler, Physiker und Erfinder. Piccard studierte und lehrte an der Eidgenössischen Technischen Hochschule Zürich (ETH). 2010-2013: Auguste-Piccard-Platz.;"Auguste Piccard (1884-1962)
Studium am eidg. Polytechnikum. 1915 bis 1922 Privatdozent
und Professor für Mechanik und Physik an dr ETH Zürich.
Stratosphärenforscher und Erfinder.";;7982
1879;114;Augustinergasse;gültig;St. Peterhofstatt 3;Bahnhofstrasse 46 /Kuttelgasse;1;N 13;AA;2407;114;Gasse bei dem um 1270 errichteten Kloster des Bettelordens der Augustiner-Eremiten, die sich nach dem Kirchenvater Augustinus (354-430) nannten. Der Gassenname erscheint in dieser Form erstmals 1445. Das Kloster in Zürich wurde während der Reformation 1524 aufgehoben. Danach dienten die ehemaligen Klostergebäude, die sich um den Augustinerhof gruppierten, unter anderem von 1596 bis 1841 als Münzstätte der Stadt Zürich und von 1833 bis 1864 der Universität Zürich. Im Kirchengebäude wurden ab 1844 katholische Gottesdienste abgehalten, seit 1873 ist die alt- oder christkatholische Kirchgemeinde Eigentümerin der Kirche.;;;7861
1751;115;Augustinerhof;gültig;Augustinergasse 9;St. Peterstrasse;1;N 13;AA;2407;115;Hof in dem um 1270 errichteten Kloster des Bettelordens der Augustiner-Eremiten, die sich nach dem Kirchenvater Augustinus (354-430) nannten. Der Gassenname erscheint in dieser Form erstmals 1445. Das Kloster in Zürich wurde während der Reformation 1524 aufgehoben. Danach dienten die ehemaligen Klostergebäude, die sich um den Augustinerhof gruppierten, unter anderem von 1596 bis 1841 als Münzstätte der Stadt Zürich und von 1833 bis 1864 der Universität Zürich. Im Kirchengebäude wurden ab 1844 katholische Gottesdienste abgehalten, seit 1873 ist die alt- oder christkatholische Kirchgemeinde Eigentümerin der Kirche.;;;7707
235;116;Auhofstrasse;gültig;Saatlen- /Tulpenstrasse;nördl. Sackgasse;12;Q 8/9;SW;2108;116;Flurname: Strasse zu einem Anwesen, das an einem Gewässer («Au») liegt.;;;6204
